Join Name With Year,index,Name With Year,Previous Year Games Played,Previous Year Games Started,Previous Year Minutes Per Game,Previous Year Field Goals Per Game,Previous Year Field Goal Attempts Per Game,Previous Year Field Goal Percentage,Previous Year 3 Point Field Goals Per Game,Previous Year 3 Point Field Goal Attempts Per Game,Previous Year 3 Point Field Goal Percentage,Previous Year 2 Point Field Goals Per Game,Previous Year 2 Point Field Goal Attempts Per Game,Previous Year 2 Point Field Goal Percentage,Previous Year Effective Field Goal Percentage,Previous Year Free Throw Makes Per Game,Previous Year Free Throw Attempts Per Game,Previous Year Free Throw Percentage,Previous Year Offensive Rebounds Per Game,Previous Year Defensive Rebounds Per Game,Previous Year Total Rebounds Per Game,Previous Year Assists Per Game,Previous Year Steals Per Game,Previous Year Blocks Per Game,Previous Year Turnovers Per Game,Previous Year Personal Fouls Per Game,Previous Year Points Per Game,Previous Year Team,Previous Year Playoff Team,Previous Year Semifinal Team,Previous Year Final Team,Previous Year Bottom 6 Team,Previous Year Total Minutes Played,Previous Year Player Efficiency Rating,Previous Year True Shooting Percentage,Previous Year 3 Point Attempt Rate,Previous Year Free Throw Attempt Rate,Previous Year Offensive Rebound Percentage,Previous Year Defensive Rebound Percentage,Previous Year Total Rebound Percentage,Previous Year Assist Percentage,Previous Year Steal Percentage,Previous Year Block Percentage,Previous Year Turnover Percentage,Previous Year Usage Percentage,Previous Year Offensive Win Shares,Previous Year Defensive Win Shares,Previous Year Win Shares,Previous Year Win Shares Per 48 Minutes,Previous Year Offensive Box Plus/Minus,Previous Year Defensive Box Plus/Minus,Previous Year Box Plus/Minus,Previous Year Value Over Replacement Player,Previous Year Salary,Age,Years In League,Salary Cap,Luxury Tax Line,Position,Previous Year Team With Year,Previous Year Total Team Payroll,Salary Sums,Team Cap Space,Total NBA Cap Space,Target Salary,Target Salary Percentage Cap,Target Salary Percentage Luxury,Maximum Salary,Name.x,Year.x,Date,Team,Name,Notes,Tears,Year,Achilles,ACL,Meniscus,Meniscus Sum,Achilles Sum,ACL Sum,Tear Sum,Meniscus/Achilles/ACL Sum
2011 Mike Miller,31,2010-11 Mike Miller,54.0,50.0,33.4,4.0,8.0,0.501,1.5,3.2,0.48,1.5,3.2,0.48,0.596,1.3,1.6,0.8240000000000001,1.0,5.2,6.2,3.9,0.7,0.2,2.1,2.4,10.9,WAS,0,0,0,1,1805.0,13.9,0.623,0.395,0.196,3.5,18.2,10.7,18.4,1.1,0.5,19.6,14.7,2.5,1.4,3.9,0.104,1.4,0.7,2.0,1.8,9750000.0,29.0,10.0,58044000,70307000,SF,2009-10 WAS,73440274.0,25406941.0,48033333.0,4359599560.0,5000000.0,0.08614154779133071,0.07111667401538965,16324500,Mike Miller,2011,,,,,,,,,,,,,,
2011 Nate Robinson,39,2010-11 Nate Robinson,56.0,2.0,19.9,3.8,8.8,0.436,1.6,4.0,0.39,1.6,4.0,0.39,0.524,0.9,1.2,0.746,0.5,1.5,2.0,2.9,0.9,0.1,1.3,2.1,10.1,BOS,1,1,1,0,382.0,13.9,0.522,0.5539999999999999,0.083,1.7,10.3,6.1,22.1,3.0,0.0,10.9,22.4,0.2,0.6,0.8,0.103,1.5,-0.9,0.6,0.3,4000000.0,25.0,5.0,58044000,70307000,PG,2009-10 BOS,83552174.0,47888069.0,35664105.0,4359599560.0,4200000.0,0.0723589001447178,0.05973800617292731,13603750,Nate Robinson,2011,,,,,,,,,,,,,,
2011 Paul Pierce,30,2010-11 Paul Pierce,71.0,71.0,34.0,5.8,12.2,0.472,1.5,3.7,0.414,1.5,3.7,0.414,0.535,5.2,6.1,0.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3,BOS,1,1,1,0,2411.0,18.2,0.613,0.303,0.499,2.0,13.4,7.9,15.1,1.8,1.0,13.6,23.8,5.0,3.3,8.3,0.165,2.3,0.3,2.7,2.9,19795712.0,32.0,12.0,58044000,70307000,SF,2009-10 BOS,83552174.0,47888069.0,35664105.0,4359599560.0,13876321.0,0.2390655537178692,0.19736755941798115,19045250,Paul Pierce,2011,,,,,,,,,,,,,,
2011 Quentin Richardson,60,2010-11 Quentin Richardson,76.0,75.0,27.4,3.2,7.4,0.431,1.9,4.7,0.397,1.9,4.7,0.397,0.5579999999999999,0.7,0.9,0.732,0.8,4.1,4.9,1.2,0.9,0.2,0.8,2.2,8.9,MIA,1,0,0,0,2082.0,12.9,0.5720000000000001,0.638,0.127,3.6,17.4,10.6,7.0,1.8,0.7,9.5,14.8,2.7,3.1,5.8,0.133,1.1,0.9,2.0,2.1,9352400.0,29.0,10.0,58044000,70307000,SF,2009-10 MIA,74208013.0,81260518.0,-7052505.0,4359599560.0,2265000.0,0.039022121149472816,0.03221585332897151,16324500,Quentin Richardson,2011,,,,,,,,,,,,,,
2011 Raja Bell,79,2010-11 Raja Bell,6.0,5.0,30.0,4.7,10.2,0.459,2.0,4.5,0.444,2.0,4.5,0.444,0.557,0.5,0.5,1.0,0.8,3.0,3.8,2.2,0.7,0.3,0.8,2.5,11.8,GSW,0,0,0,0,23.0,20.6,0.917,0.5,0.0,0.0,9.8,4.8,19.5,0.0,0.0,0.0,11.2,0.1,0.0,0.1,0.256,5.7,-5.3,0.5,0.0,5250000.0,33.0,10.0,58044000,70307000,SG,2009-10 GSW,65352372.0,7090883.0,58261489.0,4359599560.0,3000000.0,0.05168492867479843,0.04267000440923379,16324500,Raja Bell,2011,,,,,,,,,,,,,,
2011 Randy Foye,25,2010-11 Randy Foye,70.0,38.0,23.8,3.7,8.8,0.414,0.9,2.6,0.34600000000000003,0.9,2.6,0.34600000000000003,0.464,1.8,2.1,0.89,0.2,1.6,1.9,3.3,0.5,0.1,1.3,1.8,10.1,WAS,0,0,0,1,1667.0,13.2,0.516,0.294,0.234,1.1,8.0,4.5,22.6,1.0,0.5,12.1,21.1,1.6,0.7,2.2,0.064,0.1,-2.6,-2.5,-0.2,3575761.0,26.0,4.0,58044000,70307000,SG,2009-10 WAS,73440274.0,25406941.0,48033333.0,4359599560.0,4250000.0,0.07322031562263111,0.0604491729130812,13603750,Randy Foye,2011,,,,,,,,,,,,,,
2011 Rasual Butler,37,2010-11 Rasual Butler,82.0,64.0,33.0,4.3,10.6,0.409,1.8,5.3,0.336,1.8,5.3,0.336,0.493,1.5,1.8,0.841,0.5,2.5,2.9,1.4,0.4,0.8,1.0,1.5,11.9,LAC,0,0,0,0,2702.0,10.7,0.524,0.4970000000000001,0.16699999999999998,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17.0,1.8,0.9,2.7,0.048,-0.4,-1.1,-1.6,0.3,3945000.0,30.0,8.0,58044000,70307000,SF,2009-10 LAC,61616409.0,20730189.0,40886220.0,4359599560.0,2400000.0,0.04134794293983874,0.03413600352738703,16324500,Rasual Butler,2011,,,,,,,,,,,,,,
2011 Ray Allen,50,2010-11 Ray Allen,80.0,80.0,35.2,5.8,12.2,0.477,1.8,5.0,0.363,1.8,5.0,0.363,0.551,2.9,3.2,0.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3,BOS,1,1,1,0,2819.0,15.2,0.601,0.41,0.26,2.0,8.8,5.5,12.3,1.2,0.7,10.6,20.2,5.1,2.9,7.9,0.135,2.3,-0.7,1.7,2.6,18776860.0,34.0,14.0,58044000,70307000,SG,2009-10 BOS,83552174.0,47888069.0,35664105.0,4359599560.0,10000000.0,0.17228309558266142,0.1422333480307793,19045250,Ray Allen,2011,,,,,,,,,,,,,,
2011 Raymond Felton,14,2010-11 Raymond Felton,80.0,80.0,33.0,4.9,10.6,0.459,0.8,2.0,0.385,0.8,2.0,0.385,0.494,1.7,2.2,0.763,0.7,2.9,3.6,5.6,1.5,0.3,2.1,2.2,12.1,CHA,1,0,0,0,2643.0,15.2,0.525,0.184,0.204,2.5,10.5,6.6,29.5,2.5,0.7,15.4,19.2,2.5,4.0,6.5,0.118,0.5,1.1,1.6,2.4,5501196.0,25.0,5.0,58044000,70307000,PG,2009-10 CHA,68681758.0,12436130.0,56245628.0,4359599560.0,7500000.0,0.12921232168699606,0.10667501102308448,13603750,Raymond Felton,2011,,,,,,,,,,,,,,
2011 Richard Jefferson,17,2010-11 Richard Jefferson,81.0,70.0,31.1,4.5,9.6,0.467,0.7,2.3,0.316,0.7,2.3,0.316,0.505,2.6,3.5,0.735,0.7,3.7,4.4,2.0,0.6,0.5,1.3,2.2,12.3,SAS,1,0,0,0,2520.0,13.1,0.551,0.241,0.37,2.7,13.6,8.3,9.6,0.9,1.1,10.4,18.3,3.0,3.0,6.0,0.113,-0.3,0.6,0.3,1.5,14200000.0,29.0,9.0,58044000,70307000,SF,2009-10 SAS,79338309.0,37533362.0,41804947.0,4359599560.0,8400000.0,0.1447178002894356,0.11947601234585462,16324500,Richard Jefferson,2011,,,,,,,,,,,,,,
2011 Rodney Carney,96,2010-11 Rodney Carney,68.0,0.0,12.6,1.7,4.1,0.401,0.6,2.0,0.304,0.6,2.0,0.304,0.473,0.8,0.9,0.825,0.4,1.6,2.0,0.5,0.4,0.3,0.3,1.2,4.7,PHI,0,0,0,1,857.0,12.7,0.515,0.479,0.223,3.5,15.5,9.4,6.7,1.5,1.8,6.3,17.6,0.9,0.6,1.5,0.08199999999999999,-0.8,-1.9,-2.7,-0.1,855189.0,25.0,4.0,58044000,70307000,SF,2009-10 PHI,64883448.0,2555189.0,62328259.0,4359599560.0,274756.0,0.004733581420990973,0.003907946577154479,13603750,Rodney Carney,2011,,,,,,,,,,,,,,
2011 Roger Mason,51,2010-11 Roger Mason,79.0,5.0,19.2,2.4,6.3,0.389,1.1,3.3,0.333,1.1,3.3,0.333,0.478,0.3,0.4,0.794,0.1,1.9,2.1,1.7,0.4,0.2,0.7,1.3,6.3,SAS,1,0,0,0,1515.0,9.7,0.49,0.532,0.069,0.9,11.5,6.3,13.5,1.0,0.7,10.4,17.2,0.3,1.7,1.9,0.062,-1.2,-0.5,-1.7,0.1,3780000.0,29.0,6.0,58044000,70307000,SG,2009-10 SAS,79338309.0,37533362.0,41804947.0,4359599560.0,1400000.0,0.0241196333815726,0.0199126687243091,13603750,Roger Mason,2011,,,,,,,,,,,,,,
2011 Ronnie Brewer,49,2010-11 Ronnie Brewer,58.0,53.0,30.0,3.6,7.4,0.487,0.1,0.5,0.258,0.1,0.5,0.258,0.4970000000000001,1.5,2.3,0.639,0.8,2.4,3.2,2.7,1.6,0.3,0.9,1.4,8.8,MEM,0,0,0,0,80.0,5.9,0.329,0.0,0.385,1.5,8.8,5.1,4.9,3.8,0.0,11.6,9.4,-0.1,0.1,0.0,-0.01,-5.2,1.5,-3.7,0.0,2717161.0,24.0,4.0,58044000,70307000,SF,2009-10 MEM,57287474.0,5998158.0,51289316.0,4359599560.0,4790000.0,0.08252360278409482,0.06812977370674328,13603750,Ronnie Brewer,2011,,,,,,,,,,,,,,
2011 Royal Ivey,55,2010-11 Royal Ivey,44.0,0.0,7.4,0.8,1.9,0.422,0.3,0.8,0.4,0.3,0.8,0.4,0.506,0.2,0.3,0.75,0.1,0.6,0.8,0.6,0.4,0.0,0.3,0.9,2.1,MIL,1,0,0,0,90.0,6.8,0.381,0.393,0.179,1.2,9.3,5.0,16.8,5.2,0.0,16.6,18.2,-0.2,0.2,0.0,0.003,-4.8,2.2,-2.7,0.0,1050000.0,28.0,6.0,58044000,70307000,SG,2009-10 MIL,66775602.0,17474598.0,49301004.0,4359599560.0,1200000.0,0.02067397146991937,0.017068001763693514,13603750,Royal Ivey,2011,,,,,,,,,,,,,,
2011 Rudy Gay,16,2010-11 Rudy Gay,80.0,80.0,39.7,7.5,16.1,0.466,0.8,2.5,0.327,0.8,2.5,0.327,0.491,3.8,5.0,0.753,1.4,4.5,5.9,1.9,1.5,0.8,2.1,2.5,19.6,MEM,0,0,0,0,3175.0,16.2,0.535,0.157,0.311,4.2,13.2,8.7,7.8,1.9,1.5,10.3,22.5,4.0,2.4,6.4,0.096,0.7,-0.2,0.4,1.9,3280997.0,23.0,4.0,58044000,70307000,PF,2009-10 MEM,57287474.0,5998158.0,51289316.0,4359599560.0,13603750.0,0.23436961615326304,0.1934906908273714,13603750,Rudy Gay,2011,,,,,,,,,,,,,,
2011 Ryan Gomes,54,2010-11 Ryan Gomes,76.0,64.0,29.1,4.3,9.6,0.447,1.0,2.6,0.3720000000000001,1.0,2.6,0.3720000000000001,0.4970000000000001,1.4,1.7,0.825,1.0,3.6,4.6,1.6,0.8,0.2,1.3,2.0,10.9,MIN,0,0,0,0,2210.0,12.1,0.528,0.272,0.172,3.8,14.0,8.8,8.8,1.4,0.5,10.8,17.4,1.5,0.9,2.4,0.052000000000000005,-0.8,-0.9,-1.7,0.2,3867500.0,27.0,5.0,58044000,70307000,SF,2009-10 MIN,62253360.0,3867500.0,58385860.0,4359599560.0,4000000.0,0.06891323823306457,0.05689333921231172,13603750,Ryan Gomes,2011,,,,,,,,,,,,,,
2011 Shannon Brown,41,2010-11 Shannon Brown,82.0,7.0,20.7,3.1,7.2,0.4270000000000001,0.8,2.3,0.328,0.8,2.3,0.328,0.48,1.2,1.5,0.818,0.4,1.9,2.2,1.3,0.7,0.4,0.8,1.6,8.1,LAL,1,1,1,0,1700.0,12.4,0.517,0.319,0.204,2.0,10.0,6.0,9.9,1.7,1.4,9.4,18.8,1.1,2.3,3.4,0.096,-1.3,-0.1,-1.4,0.3,2000000.0,24.0,4.0,58044000,70307000,SG,2009-10 LAL,91378064.0,9954351.0,81423713.0,4359599560.0,2200000.0,0.03790228102818551,0.031291336566771445,13603750,Shannon Brown,2011,,,,,,,,,,,,,,
2011 Shaquille O'Neal,84,2010-11 Shaquille O'Neal,53.0,53.0,23.4,4.9,8.7,0.5660000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.5660000000000001,2.1,4.3,0.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,3.2,12.0,CLE,1,0,0,0,1240.0,17.9,0.565,0.002,0.488,9.4,24.0,17.0,11.3,0.6,3.9,15.7,25.1,0.9,2.1,3.1,0.119,-1.9,1.4,-0.5,0.5,20000000.0,37.0,18.0,58044000,70307000,C,2009-10 CLE,83398534.0,52311656.0,31086878.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Shaquille O'Neal,2011,,,,,,,,,,,,,,
2011 Shelden Williams,75,2010-11 Shelden Williams,54.0,0.0,11.1,1.2,2.2,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.521,1.4,1.8,0.765,0.9,1.8,2.7,0.4,0.2,0.4,0.6,1.6,3.7,BOS,1,1,1,0,597.0,14.1,0.612,0.008,0.81,9.9,19.8,15.0,5.3,1.1,2.8,15.5,15.3,1.1,0.9,2.0,0.162,-2.0,1.0,-1.1,0.1,825497.0,26.0,4.0,58044000,70307000,C,2009-10 BOS,83552174.0,47888069.0,35664105.0,4359599560.0,915852.0,0.015778581765557163,0.013026469626068527,13603750,Shelden Williams,2011,,,,,,,,,,,,,,
2011 Stephen Graham,86,2010-11 Stephen Graham,70.0,8.0,11.5,1.7,3.4,0.496,0.2,0.7,0.32,0.2,0.7,0.32,0.529,0.6,0.9,0.6459999999999999,0.3,1.6,1.9,0.3,0.3,0.1,0.5,1.3,4.2,CHA,1,0,0,0,804.0,11.2,0.551,0.208,0.271,3.7,16.3,10.1,5.0,1.3,1.0,11.8,17.6,0.4,1.2,1.6,0.094,-3.1,-0.6,-3.7,-0.3,884881.0,27.0,5.0,58044000,70307000,SG,2009-10 CHA,68681758.0,12436130.0,56245628.0,4359599560.0,992680.0,0.017102198332299635,0.014119219992319399,13603750,Stephen Graham,2011,,,,,,,,,,,,,,
2011 Steve Blake,35,2010-11 Steve Blake,80.0,38.0,27.0,2.7,6.5,0.416,1.5,3.7,0.395,1.5,3.7,0.395,0.527,0.5,0.6,0.75,0.3,2.1,2.3,4.8,0.7,0.1,1.6,1.5,7.3,LAC,0,0,0,0,762.0,12.3,0.569,0.521,0.096,0.9,9.6,5.2,34.9,1.4,0.4,26.6,14.1,0.6,0.3,0.9,0.058,-1.1,-2.6,-3.7,-0.3,4930000.0,29.0,7.0,58044000,70307000,PG,2009-10 LAC,61616409.0,20730189.0,40886220.0,4359599560.0,4000000.0,0.06891323823306457,0.05689333921231172,16324500,Steve Blake,2011,,,,,,,,,,,,,,
2011 Steve Novak,22,2010-11 Steve Novak,54.0,0.0,6.7,0.8,2.0,0.389,0.4,1.3,0.31,0.4,1.3,0.31,0.491,0.1,0.2,0.778,0.0,0.6,0.6,0.1,0.1,0.0,0.0,0.4,2.1,LAC,0,0,0,0,362.0,8.3,0.505,0.657,0.083,0.3,10.3,5.3,2.6,1.0,0.4,1.8,14.2,0.2,0.1,0.3,0.043,-2.2,-3.2,-5.4,-0.3,855189.0,26.0,4.0,58044000,70307000,PF,2009-10 LAC,61616409.0,20730189.0,40886220.0,4359599560.0,350179.0,0.00603299221280408,0.004980713158007026,13603750,Steve Novak,2011,,,,,,,,,,,,,,
2011 Theo Ratliff,95,2010-11 Theo Ratliff,49.0,29.0,16.5,1.4,3.1,0.461,0.0,0.0,,0.0,0.0,,0.461,0.8,1.0,0.76,1.2,2.0,3.2,0.5,0.2,1.2,0.8,1.8,3.6,CHA,1,0,0,0,624.0,11.0,0.528,0.0,0.397,8.7,13.9,11.3,4.1,0.8,5.7,15.5,12.0,0.3,1.0,1.3,0.104,-3.4,3.4,0.0,0.3,1306455.0,36.0,15.0,58044000,70307000,C,2009-10 CHA,68681758.0,12436130.0,56245628.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Theo Ratliff,2011,,,,,,,,,,,,,,
2011 Tony Allen,15,2010-11 Tony Allen,54.0,8.0,16.5,2.4,4.7,0.51,0.0,0.1,0.0,0.0,0.1,0.0,0.51,1.3,2.2,0.605,1.0,1.7,2.7,1.3,1.1,0.4,1.2,2.0,6.1,BOS,1,1,1,0,889.0,14.2,0.54,0.02,0.47,7.4,12.5,10.0,13.0,3.5,1.7,17.8,19.6,0.2,1.6,1.9,0.1,-1.8,2.6,0.8,0.6,2500000.0,28.0,6.0,58044000,70307000,SF,2009-10 BOS,83552174.0,47888069.0,35664105.0,4359599560.0,3000000.0,0.05168492867479843,0.04267000440923379,13603750,Tony Allen,2011,,,,,,,,,,,,,,
2011 Tony Battie,71,2010-11 Tony Battie,15.0,0.0,8.9,0.9,2.7,0.35,0.1,0.3,0.25,0.1,0.3,0.25,0.363,0.5,0.7,0.7,0.3,1.3,1.5,0.2,0.3,0.1,0.2,1.3,2.4,NJN,0,0,0,1,134.0,6.1,0.405,0.1,0.25,3.3,17.1,9.9,3.7,1.6,1.1,6.3,16.2,-0.1,0.1,0.0,-0.014,-6.7,-1.8,-8.4,-0.2,6292000.0,33.0,12.0,58044000,70307000,C,2009-10 NJN,59366715.0,9856000.0,49510715.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Tony Battie,2011,,,,,,,,,,,,,,
2011 Tracy McGrady,77,2010-11 Tracy McGrady,30.0,24.0,22.4,3.0,7.8,0.387,0.5,2.1,0.25,0.5,2.1,0.25,0.421,1.6,2.1,0.746,0.7,2.4,3.1,3.3,0.5,0.5,1.5,1.3,8.2,NYK,0,0,0,0,627.0,12.2,0.469,0.287,0.264,3.9,12.4,8.1,22.7,1.2,1.4,15.1,20.5,-0.1,0.3,0.2,0.016,-2.0,-1.1,-3.1,-0.2,23239562.0,30.0,13.0,58044000,70307000,SF,2009-10 NYK,85710076.0,49160237.0,36549839.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Tracy McGrady,2011,,,,,,,,,,,,,,
2011 Travis Outlaw,58,2010-11 Travis Outlaw,34.0,6.0,21.5,3.2,8.3,0.391,1.2,3.1,0.381,1.2,3.1,0.381,0.463,1.4,1.7,0.831,1.0,2.6,3.6,1.0,0.5,0.5,0.9,1.3,9.1,LAC,0,0,0,0,499.0,12.6,0.512,0.411,0.194,4.6,14.7,9.6,8.4,1.1,1.3,9.3,19.5,0.3,0.3,0.6,0.058,-1.0,-1.5,-2.6,-0.1,4000000.0,25.0,7.0,58044000,70307000,SF,2009-10 LAC,61616409.0,20730189.0,40886220.0,4359599560.0,7000000.0,0.120598166907863,0.09956334362154551,16324500,Travis Outlaw,2011,,,,,,,,,,,,,,
2011 Tyrus Thomas,45,2010-11 Tyrus Thomas,54.0,3.0,22.6,3.6,7.8,0.462,0.0,0.1,0.0,0.0,0.1,0.0,0.462,2.2,3.2,0.6859999999999999,1.5,4.7,6.2,1.0,1.2,1.6,1.7,2.4,9.4,CHA,1,0,0,0,542.0,17.1,0.499,0.009000000000000001,0.395,8.8,24.7,16.9,7.8,2.3,5.6,13.7,25.1,-0.1,1.3,1.2,0.106,-4.1,3.2,-0.9,0.1,4743598.0,23.0,4.0,58044000,70307000,PF,2009-10 CHA,68681758.0,12436130.0,56245628.0,4359599560.0,6611570.0,0.11390617462614568,0.09403857368398595,13603750,Tyrus Thomas,2011,2011-02-25,Bobcats,Tyrus Thomas,torn meniscus in right knee (DNP),1.0,2011.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2011 Udonis Haslem,8,2010-11 Udonis Haslem,78.0,0.0,27.9,4.0,8.1,0.494,0.0,0.0,,0.0,0.0,,0.494,1.9,2.5,0.762,2.1,5.9,8.1,0.7,0.4,0.3,1.0,2.2,9.9,MIA,1,0,0,0,2177.0,14.6,0.5379999999999999,0.0,0.305,9.1,24.8,17.0,3.9,0.7,0.9,9.5,17.1,2.8,3.2,6.0,0.132,-2.3,-0.3,-2.6,-0.3,7100000.0,29.0,7.0,58044000,70307000,C,2009-10 MIA,74208013.0,81260518.0,-7052505.0,4359599560.0,3500000.0,0.0602990834539315,0.049781671810772754,16324500,Udonis Haslem,2011,2010-11-23,Heat,Udonis Haslem,surgery on left foot to repair torn ligament (out for season),1.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011 Wesley Matthews,19,2010-11 Wesley Matthews,82.0,48.0,24.7,3.3,6.9,0.483,0.8,2.0,0.382,0.8,2.0,0.382,0.539,2.0,2.4,0.8290000000000001,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1.9,9.4,UTA,1,0,0,0,2025.0,12.3,0.5920000000000001,0.292,0.342,3.0,8.0,5.6,9.0,1.6,0.6,12.5,16.5,2.6,1.9,4.6,0.108,0.3,-0.5,-0.2,0.9,457588.0,23.0,1.0,58044000,70307000,SF,2009-10 UTA,71905244.0,19133203.0,52772041.0,4359599560.0,5765000.0,0.09932120460340431,0.08199752513974426,13603750,Wesley Matthews,2011,,,,,,,,,,,,,,
2011 Zydrunas Ilgauskas,91,2010-11 Zydrunas Ilgauskas,64.0,6.0,20.9,3.0,6.8,0.443,0.2,0.4,0.478,0.2,0.4,0.478,0.455,1.2,1.6,0.743,1.8,3.6,5.4,0.8,0.2,0.8,1.0,2.9,7.4,CLE,1,0,0,0,1339.0,11.9,0.491,0.053,0.231,10.7,19.6,15.3,5.6,0.5,2.9,11.6,19.0,0.5,2.0,2.5,0.08800000000000001,-3.3,0.2,-3.2,-0.4,11541074.0,34.0,12.0,58044000,70307000,C,2009-10 CLE,83398534.0,52311656.0,31086878.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Zydrunas Ilgauskas,2011,,,,,,,,,,,,,,
2012 Aaron Gray,33,2011-12 Aaron Gray,41.0,6.0,13.0,1.4,2.4,0.5660000000000001,0.0,0.0,,0.0,0.0,,0.5660000000000001,0.4,0.8,0.5,1.4,2.7,4.2,0.4,0.3,0.3,0.8,2.3,3.1,NOH,1,0,0,0,531.0,11.0,0.5660000000000001,0.0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.1,-3.1,1.2,-1.8,0.0,1028840.0,26.0,4.0,58044000,70307000,C,2010-11 NOH,68230729.0,18480253.0,49750476.0,3962416964.0,2500000.0,0.043070773895665354,0.035558337007694826,12922194,Aaron Gray,2012,,,,,,,,,,,,,,
2012 Anthony Carter,61,2011-12 Anthony Carter,33.0,0.0,14.0,1.4,3.2,0.425,0.4,1.2,0.3,0.4,1.2,0.3,0.481,0.2,0.2,1.0,0.2,1.3,1.5,2.1,0.8,0.2,1.2,1.5,3.3,NYK,1,0,0,0,310.0,11.1,0.534,0.368,0.079,2.6,11.9,7.2,20.4,2.9,1.2,24.1,14.8,0.0,0.3,0.3,0.044,-1.9,0.1,-1.8,0.0,1352181.0,35.0,12.0,58044000,70307000,PG,2010-11 NYK,67016562.0,25349238.0,41667324.0,3962416964.0,1352181.0,0.02329579284680587,0.019232523077360716,18091071,Anthony Carter,2012,,,,,,,,,,,,,,
2012 Anthony Parker,66,2011-12 Anthony Parker,72.0,65.0,29.0,3.1,7.7,0.399,1.2,3.2,0.379,1.2,3.2,0.379,0.476,1.0,1.3,0.779,0.5,2.6,3.0,3.0,0.9,0.1,1.1,1.5,8.3,CLE,0,0,0,1,2091.0,10.5,0.505,0.411,0.172,1.8,10.5,6.0,16.7,1.7,0.4,11.9,14.6,0.9,0.6,1.5,0.034,-0.8,-0.7,-1.6,0.2,2855700.0,35.0,8.0,58044000,70307000,SF,2010-11 CLE,53990021.0,15855700.0,38134321.0,3962416964.0,2250000.0,0.03876369650609882,0.03200250330692534,15506632,Anthony Parker,2012,,,,,,,,,,,,,,
2012 Baron Davis,56,2011-12 Baron Davis,58.0,44.0,28.4,5.0,11.9,0.417,1.4,4.1,0.339,1.4,4.1,0.339,0.475,1.7,2.3,0.7709999999999999,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,13.1,CLE,0,0,0,1,380.0,19.3,0.5479999999999999,0.489,0.152,1.8,9.3,5.4,45.4,2.2,1.2,17.0,27.3,0.5,0.2,0.7,0.086,4.5,-2.8,1.7,0.4,13000000.0,31.0,12.0,58044000,70307000,PG,2010-11 CLE,53990021.0,15855700.0,38134321.0,3962416964.0,1352181.0,0.02329579284680587,0.019232523077360716,18091071,Baron Davis,2012,2012-05-06,Knicks,Baron Davis,"torn ACL, MCL, and patella tendon in right knee (out for season)",1.0,2012.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2012 Ben Uzoh,59,2011-12 Ben Uzoh,42.0,0.0,10.4,1.5,3.4,0.424,0.1,0.2,0.375,0.1,0.2,0.375,0.434,0.8,1.3,0.589,0.7,0.7,1.5,1.6,0.3,0.2,0.6,0.7,3.8,NJN,0,0,0,0,438.0,14.7,0.468,0.056,0.389,7.9,8.6,8.2,26.7,1.6,1.4,12.9,20.5,0.2,0.2,0.5,0.054000000000000006,-0.9,-0.8,-1.7,0.0,473604.0,22.0,1.0,58044000,70307000,PG,2010-11 NJN,58495989.0,10673604.0,47822385.0,3962416964.0,61433.0,0.001058386741092964,0.0008737821269574864,12922194,Ben Uzoh,2012,,,,,,,,,,,,,,
2012 Brian Cardinal,74,2011-12 Brian Cardinal,56.0,4.0,11.0,0.8,1.8,0.43,0.8,1.6,0.483,0.8,1.6,0.483,0.64,0.3,0.3,0.944,0.2,0.9,1.1,0.7,0.4,0.1,0.3,1.5,2.6,DAL,1,1,1,0,618.0,9.7,0.672,0.87,0.18,2.0,8.9,5.6,9.1,2.0,0.9,13.6,9.5,1.0,0.7,1.7,0.132,1.1,1.3,2.4,0.7,1352181.0,33.0,11.0,58044000,70307000,SF,2010-11 DAL,85409890.0,30480927.0,54928963.0,3962416964.0,1352181.0,0.02329579284680587,0.019232523077360716,18091071,Brian Cardinal,2012,,,,,,,,,,,,,,
