Join Name With Year,index,Name With Year,Previous Year Games Played,Previous Year Games Started,Previous Year Minutes Per Game,Previous Year Field Goals Per Game,Previous Year Field Goal Attempts Per Game,Previous Year Field Goal Percentage,Previous Year 3 Point Field Goals Per Game,Previous Year 3 Point Field Goal Attempts Per Game,Previous Year 3 Point Field Goal Percentage,Previous Year 2 Point Field Goals Per Game,Previous Year 2 Point Field Goal Attempts Per Game,Previous Year 2 Point Field Goal Percentage,Previous Year Effective Field Goal Percentage,Previous Year Free Throw Makes Per Game,Previous Year Free Throw Attempts Per Game,Previous Year Free Throw Percentage,Previous Year Offensive Rebounds Per Game,Previous Year Defensive Rebounds Per Game,Previous Year Total Rebounds Per Game,Previous Year Assists Per Game,Previous Year Steals Per Game,Previous Year Blocks Per Game,Previous Year Turnovers Per Game,Previous Year Personal Fouls Per Game,Previous Year Points Per Game,Previous Year Team,Previous Year Playoff Team,Previous Year Semifinal Team,Previous Year Final Team,Previous Year Bottom 6 Team,Previous Year Total Minutes Played,Previous Year Player Efficiency Rating,Previous Year True Shooting Percentage,Previous Year 3 Point Attempt Rate,Previous Year Free Throw Attempt Rate,Previous Year Offensive Rebound Percentage,Previous Year Defensive Rebound Percentage,Previous Year Total Rebound Percentage,Previous Year Assist Percentage,Previous Year Steal Percentage,Previous Year Block Percentage,Previous Year Turnover Percentage,Previous Year Usage Percentage,Previous Year Offensive Win Shares,Previous Year Defensive Win Shares,Previous Year Win Shares,Previous Year Win Shares Per 48 Minutes,Previous Year Offensive Box Plus/Minus,Previous Year Defensive Box Plus/Minus,Previous Year Box Plus/Minus,Previous Year Value Over Replacement Player,Previous Year Salary,Age,Years In League,Salary Cap,Luxury Tax Line,Position,Previous Year Team With Year,Previous Year Total Team Payroll,Salary Sums,Team Cap Space,Total NBA Cap Space,Target Salary,Target Salary Percentage Cap,Target Salary Percentage Luxury,Maximum Salary,Name.x,Year.x,Date,Team,Name,Notes,Tears,Year,Achilles,ACL,Meniscus,Meniscus Sum,Achilles Sum,ACL Sum,Tear Sum,Meniscus/Achilles/ACL Sum
2014 Omri Casspi,24,2013-14 Omri Casspi,43.0,1.0,11.7,1.5,3.7,0.394,0.6,1.8,0.329,0.6,1.8,0.329,0.472,0.5,1.0,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,1.0,4.0,CLE,0,0,0,1,503.0,12.9,0.486,0.475,0.256,4.4,22.7,13.1,8.8,2.6,1.9,11.0,17.7,0.1,0.6,0.7,0.064,-1.8,0.1,-1.7,0.0,2277306.0,24.0,4.0,58679000,71748000,SF,2012-13 CLE,68428583.0,8816588.0,59611995.0,5425115461.0,947907.0,0.016154109647403672,0.01321161565479177,13701250,Omri Casspi,2014,,,,,,,,,,,,,,
2014 Paul Millsap,33,2013-14 Paul Millsap,78.0,78.0,30.4,5.5,11.2,0.49,0.2,0.5,0.333,0.2,0.5,0.333,0.498,3.4,4.6,0.742,2.3,4.8,7.1,2.6,1.3,1.0,1.8,3.0,14.6,UTA,0,0,0,0,2375.0,19.8,0.55,0.045,0.407,8.6,18.8,13.7,14.5,2.3,2.7,11.8,22.4,4.8,2.9,7.6,0.154,1.8,2.0,3.8,3.5,8603633.0,27.0,7.0,58679000,71748000,PF,2012-13 UTA,64717649.0,36603633.0,28114016.0,5425115461.0,9500000.0,0.1618977828524685,0.13240787199643195,16441500,Paul Millsap,2014,,,,,,,,,,,,,,
2014 Quentin Richardson,98,2013-14 Quentin Richardson,1.0,0.0,29.0,1.0,11.0,0.091,1.0,4.0,0.25,1.0,4.0,0.25,0.136,2.0,2.0,1.0,5.0,5.0,10.0,1.0,0.0,0.0,2.0,1.0,5.0,NYK,1,0,0,0,29.0,0.7,0.21,0.364,0.182,19.5,20.9,20.2,4.8,0.0,0.0,14.4,22.4,-0.1,0.0,-0.1,-0.181,-9.0,-4.2,-13.2,-0.1,2627400.0,32.0,13.0,58679000,71748000,SF,2012-13 NYK,77970893.0,10461660.0,67509233.0,5425115461.0,1399507.0,0.02385021898805365,0.01950586775938005,19181750,Quentin Richardson,2014,,,,,,,,,,,,,,
2014 Randy Foye,45,2013-14 Randy Foye,82.0,72.0,27.4,3.6,9.0,0.397,2.2,5.3,0.41,2.2,5.3,0.41,0.518,1.4,1.8,0.8190000000000001,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3,10.8,UTA,0,0,0,0,2249.0,11.7,0.55,0.588,0.195,0.9,5.8,3.3,11.7,1.5,0.9,10.3,18.1,2.8,0.9,3.7,0.08,1.7,-2.1,-0.3,0.9,2500000.0,29.0,7.0,58679000,71748000,SG,2012-13 UTA,64717649.0,36603633.0,28114016.0,5425115461.0,3000000.0,0.051125615637621635,0.041813012209399564,16441500,Randy Foye,2014,,,,,,,,,,,,,,
2014 Reggie Williams,50,2013-14 Reggie Williams,40.0,0.0,9.5,1.4,3.3,0.4320000000000001,0.6,1.8,0.306,0.6,1.8,0.306,0.515,0.3,0.5,0.476,0.2,1.1,1.3,1.0,0.3,0.0,0.5,0.5,3.7,CHA,0,0,0,1,380.0,13.2,0.517,0.545,0.159,2.3,13.3,7.7,18.2,1.7,0.2,11.9,19.2,0.2,0.1,0.3,0.035,0.0,-3.4,-3.4,-0.1,2612500.0,26.0,4.0,58679000,71748000,SF,2012-13 CHA,57491899.0,8115928.0,49375971.0,5425115461.0,947907.0,0.016154109647403672,0.01321161565479177,13701250,Reggie Williams,2014,0,Bobcats,Reggie Williams,None,0.0,2014.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2014 Ronnie Brewer,89,2013-14 Ronnie Brewer,60.0,34.0,14.2,1.2,3.3,0.354,0.4,1.3,0.303,0.4,1.3,0.303,0.412,0.3,0.7,0.41,0.7,1.6,2.3,0.8,0.7,0.1,0.3,0.6,3.0,OKC,1,0,0,0,142.0,9.1,0.28300000000000003,0.217,0.0,11.3,20.3,16.2,9.4,3.3,0.0,14.8,8.6,0.0,0.3,0.2,0.07200000000000001,-2.7,2.6,-0.1,0.1,1069509.0,27.0,7.0,58679000,71748000,SF,2012-13 OKC,67863244.0,13692126.0,54171118.0,5425115461.0,1186459.0,0.02021948226793231,0.016536474884317334,16441500,Ronnie Brewer,2014,0,Knicks,Ronnie Brewer,None,0.0,2014.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2014 Ronny Turiaf,81,2013-14 Ronny Turiaf,65.0,0.0,10.8,0.8,1.5,0.505,0.0,0.0,,0.0,0.0,,0.505,0.4,1.0,0.365,0.7,1.6,2.3,0.5,0.3,0.5,0.4,1.2,1.9,LAC,1,0,0,0,701.0,9.4,0.485,0.0,0.649,7.8,17.9,12.9,6.8,1.4,4.2,18.9,10.0,0.1,1.0,1.1,0.075,-3.5,2.9,-0.5,0.3,1146337.0,30.0,8.0,58679000,71748000,C,2012-13 LAC,74354449.0,25224559.0,49129890.0,5425115461.0,1500000.0,0.025562807818810818,0.020906506104699782,16441500,Ronny Turiaf,2014,,,,,,,,,,,,,,
2014 Ryan Hollins,56,2013-14 Ryan Hollins,60.0,0.0,11.1,1.2,1.9,0.614,0.0,0.0,,0.0,0.0,,0.614,1.1,1.5,0.75,0.8,1.5,2.3,0.2,0.1,0.6,0.7,2.2,3.4,LAC,1,0,0,0,663.0,11.3,0.674,0.0,0.772,9.1,15.7,12.5,2.4,0.5,4.3,22.4,13.6,1.0,0.8,1.7,0.125,-2.2,0.3,-1.9,0.0,1069509.0,28.0,7.0,58679000,71748000,C,2012-13 LAC,74354449.0,25224559.0,49129890.0,5425115461.0,1186459.0,0.02021948226793231,0.016536474884317334,16441500,Ryan Hollins,2014,,,,,,,,,,,,,,
2014 Samuel Dalembert,73,2013-14 Samuel Dalembert,47.0,23.0,16.3,2.9,5.4,0.542,0.0,0.0,1.0,0.0,0.0,1.0,0.5429999999999999,0.8,1.2,0.691,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,MIL,1,0,0,0,765.0,18.6,0.565,0.004,0.217,14.2,24.9,19.4,4.5,1.1,5.1,15.5,18.7,0.9,1.2,2.2,0.13699999999999998,-2.3,1.0,-1.2,0.1,6698565.0,31.0,11.0,58679000,71748000,C,2012-13 MIL,62476395.0,29138565.0,33337830.0,5425115461.0,3700748.0,0.06306767327323233,0.05157980710263701,19181750,Samuel Dalembert,2014,,,,,,,,,,,,,,
2014 Shaun Livingston,22,2013-14 Shaun Livingston,66.0,16.0,22.0,2.5,5.2,0.48,0.0,0.1,0.0,0.0,0.1,0.0,0.48,1.3,1.5,0.867,0.5,1.9,2.4,3.3,0.7,0.5,1.2,1.9,6.3,CLE,0,0,0,1,1135.0,14.6,0.5589999999999999,0.004,0.29600000000000004,2.8,9.8,6.2,24.6,1.7,2.1,15.7,14.7,1.9,0.6,2.4,0.102,-0.7,-0.4,-1.1,0.3,256240.0,27.0,8.0,58679000,71748000,PG,2012-13 CLE,68428583.0,8816588.0,59611995.0,5425115461.0,1272279.0,0.021682015712605873,0.017732605786920888,16441500,Shaun Livingston,2014,,,,,,,,,,,,,,
2014 Tim Ohlbrecht,102,2013-14 Tim Ohlbrecht,3.0,0.0,4.0,0.3,1.0,0.333,0.0,0.0,,0.0,0.0,,0.333,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.3,0.0,1.3,0.3,1.0,HOU,1,0,0,0,12.0,-6.1,0.436,0.0,0.333,0.0,9.3,4.7,11.8,4.2,0.0,53.8,27.1,-0.1,0.0,-0.1,-0.369,-16.9,1.1,-15.8,0.0,144867.0,24.0,1.0,58679000,71748000,C,2012-13 HOU,57323787.0,12640616.0,44683171.0,5425115461.0,788872.0,0.013443855553093952,0.010995038189217817,13701250,Tim Ohlbrecht,2014,,,,,,,,,,,,,,
2014 Toney Douglas,48,2013-14 Toney Douglas,71.0,0.0,18.2,2.6,6.6,0.403,1.2,3.0,0.38,1.2,3.0,0.38,0.491,1.1,1.2,0.905,0.5,1.5,1.9,2.1,1.0,0.0,1.1,2.0,7.5,SAC,0,0,0,1,376.0,16.0,0.5579999999999999,0.474,0.14,3.3,11.6,7.3,23.8,4.2,0.2,17.1,17.3,0.6,0.3,0.9,0.11,2.0,-0.2,1.8,0.4,2067880.0,26.0,4.0,58679000,71748000,PG,2012-13 SAC,54317436.0,2067880.0,52249556.0,5425115461.0,1600000.0,0.027266995006731538,0.022300273178346434,13701250,Toney Douglas,2014,0,Knicks,Toney Douglas,None,0.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014 Tony Allen,28,2013-14 Tony Allen,79.0,79.0,26.7,3.6,8.1,0.445,0.0,0.3,0.125,0.0,0.3,0.125,0.447,1.7,2.4,0.7170000000000001,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,MEM,1,1,0,0,2109.0,13.2,0.489,0.038,0.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,0.115,-1.6,2.9,1.3,1.8,3300000.0,31.0,9.0,58679000,71748000,SF,2012-13 MEM,62954838.0,6258077.0,56696761.0,5425115461.0,4494382.0,0.07659268222021506,0.06264121647990188,16441500,Tony Allen,2014,,,,,,,,,,,,,,
2014 Tyler Hansbrough,54,2013-14 Tyler Hansbrough,81.0,8.0,16.9,2.2,5.0,0.4320000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.4320000000000001,2.7,3.7,0.72,2.0,2.6,4.6,0.4,0.4,0.2,1.0,1.9,7.0,IND,1,1,0,0,1366.0,15.3,0.527,0.006999999999999999,0.737,13.4,17.0,15.2,4.4,1.1,1.0,12.6,20.6,2.1,2.2,4.4,0.154,-2.0,-0.8,-2.9,-0.3,3055259.0,27.0,4.0,58679000,71748000,PF,2012-13 IND,66687960.0,18055259.0,48632701.0,5425115461.0,3183000.0,0.05424427819151656,0.044363605954172936,13701250,Tyler Hansbrough,2014,,,,,,,,,,,,,,
2014 Wayne Ellington,8,2013-14 Wayne Ellington,78.0,21.0,21.3,2.9,6.8,0.4270000000000001,1.2,3.1,0.392,1.2,3.1,0.392,0.516,0.9,1.0,0.907,0.3,1.8,2.1,1.3,0.6,0.0,0.7,1.0,7.9,CLE,0,0,0,1,985.0,13.9,0.556,0.433,0.179,2.2,11.6,6.7,10.3,1.5,0.2,8.5,17.6,1.6,0.3,1.9,0.093,1.0,-2.0,-1.0,0.2,2083042.0,25.0,4.0,58679000,71748000,SG,2012-13 CLE,68428583.0,8816588.0,59611995.0,5425115461.0,2652000.0,0.04519504422365753,0.03696270279310922,13701250,Wayne Ellington,2014,,,,,,,,,,,,,,
2014 Wesley Johnson,35,2013-14 Wesley Johnson,50.0,21.0,19.1,3.2,7.9,0.407,1.0,3.1,0.32299999999999995,1.0,3.1,0.32299999999999995,0.47,0.5,0.7,0.7709999999999999,0.4,2.0,2.5,0.7,0.4,0.4,1.0,1.1,8.0,PHO,0,0,0,1,953.0,10.3,0.485,0.391,0.08800000000000001,2.5,12.4,7.3,5.9,1.2,1.4,10.4,21.4,-0.5,0.5,0.0,0.0,-2.6,-2.3,-4.9,-0.7,4285560.0,25.0,3.0,58679000,71748000,SF,2012-13 PHO,60844774.0,11387741.0,49457033.0,5425115461.0,916099.0,0.015612041786669847,0.012768286224006244,13701250,Wesley Johnson,2014,,,,,,,,,,,,,,
2014 Will Bynum,77,2013-14 Will Bynum,65.0,0.0,18.8,3.9,8.3,0.469,0.4,1.2,0.316,0.4,1.2,0.316,0.491,1.6,2.0,0.809,0.4,1.1,1.5,3.6,0.7,0.1,1.9,2.0,9.8,DET,0,0,0,0,1219.0,16.6,0.532,0.141,0.243,2.6,6.6,4.6,34.8,2.0,0.3,17.3,27.0,1.2,0.5,1.7,0.067,0.8,-3.2,-2.4,-0.1,3250000.0,30.0,6.0,58679000,71748000,SG,2012-13 DET,63057497.0,19296591.0,43760906.0,5425115461.0,2790343.0,0.047552667905042686,0.038890881975804203,13701250,Will Bynum,2014,,,,,,,,,,,,,,
2014 Zaza Pachulia,23,2013-14 Zaza Pachulia,52.0,15.0,21.8,2.2,4.6,0.473,0.0,0.1,0.0,0.0,0.1,0.0,0.473,1.5,2.0,0.757,2.5,3.9,6.5,1.5,0.7,0.2,1.3,2.5,5.9,ATL,1,0,0,0,1134.0,13.1,0.534,0.012,0.4270000000000001,13.5,20.3,17.0,10.3,1.6,0.8,19.6,14.6,1.2,1.5,2.7,0.116,-1.6,1.6,0.0,0.6,5248750.0,28.0,10.0,58679000,71748000,C,2012-13 ATL,66768365.0,47742649.0,19025716.0,5425115461.0,5200000.0,0.0886177337718775,0.07247588782962591,16441500,Zaza Pachulia,2014,,,,,,,,,,,,,,
2015 A.J. Price,93,2014-15 A.J. Price,28.0,0.0,3.5,0.7,1.6,0.413,0.2,0.8,0.273,0.2,0.8,0.273,0.478,0.0,0.1,0.0,0.0,0.3,0.4,0.5,0.0,0.0,0.3,0.2,1.6,MIN,0,0,0,0,99.0,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,0.0,-0.012,-2.1,-3.9,-6.0,-0.1,,27.0,5.0,63065000,76829000,PG,2013-14 MIN,67485845.0,0.0,67485845.0,4938253187.0,62552.0,0.0009918655355585506,0.0008141717320282706,14746000,A.J. Price,2015,,,,,,,,,,,,,,
2015 Aaron Brooks,40,2014-15 Aaron Brooks,72.0,12.0,21.6,3.2,8.1,0.401,1.3,3.4,0.387,1.3,3.4,0.387,0.484,1.2,1.3,0.8740000000000001,0.6,1.3,1.9,3.2,0.7,0.2,1.6,2.0,9.0,DEN,0,0,0,0,841.0,12.9,0.508,0.365,0.16,2.6,7.5,5.0,27.7,1.6,0.6,16.2,20.5,0.6,0.4,1.0,0.058,0.4,-1.6,-1.2,0.2,1027424.0,29.0,6.0,63065000,76829000,PG,2013-14 DEN,67324401.0,1027424.0,66296977.0,4938253187.0,1145685.0,0.018166732736065963,0.014912142550339064,14746000,Aaron Brooks,2015,,,,,,,,,,,,,,
2015 Aaron Gray,113,2014-15 Aaron Gray,37.0,6.0,9.6,0.7,1.6,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.3,0.5,0.55,1.1,1.9,3.0,0.6,0.3,0.2,0.8,1.7,1.8,SAC,0,0,0,1,335.0,7.9,0.455,0.017,0.31,13.0,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-0.2,0.4,0.1,0.018000000000000002,-4.2,1.7,-2.5,0.0,2690875.0,29.0,7.0,63065000,76829000,C,2013-14 SAC,78765372.0,2690875.0,76074497.0,4938253187.0,1227985.0,0.019471735510980734,0.01598335264027906,17695200,Aaron Gray,2015,,,,,,,,,,,,,,
2015 Al-Farouq Aminu,30,2014-15 Al-Farouq Aminu,80.0,65.0,25.6,2.9,6.2,0.474,0.2,0.6,0.271,0.2,0.6,0.271,0.487,1.1,1.7,0.664,1.6,4.6,6.2,1.4,1.0,0.5,1.1,1.8,7.2,NOP,0,0,0,0,2045.0,13.2,0.516,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.07200000000000001,-1.4,1.0,-0.3,0.9,3700000.0,23.0,4.0,63065000,76829000,PF,2013-14 NOP,62186089.0,11481168.0,50704921.0,4938253187.0,981084.0,0.015556711329580591,0.012769709354540602,14746000,Al-Farouq Aminu,2015,,,,,,,,,,,,,,
2015 Alan Anderson,62,2014-15 Alan Anderson,78.0,26.0,22.7,2.5,6.2,0.4,1.1,3.2,0.339,1.1,3.2,0.339,0.487,1.2,1.5,0.78,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2,BRK,1,0,0,0,1773.0,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-0.8,-1.4,-2.2,-0.1,947907.0,31.0,5.0,63065000,76829000,SF,2013-14 BRK,102608995.0,17553520.0,85055475.0,4938253187.0,1276061.0,0.0202340600967256,0.016609105936560415,14746000,Alan Anderson,2015,,,,,,,,,,,,,,
2015 Alonzo Gee,65,2014-15 Alonzo Gee,65.0,24.0,15.7,1.5,3.6,0.415,0.3,0.9,0.328,0.3,0.9,0.328,0.456,0.7,0.9,0.705,0.5,1.8,2.3,0.7,0.6,0.2,0.7,1.5,4.0,CLE,0,0,1,0,1020.0,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2.0,1.2,14.3,13.4,-0.1,1.0,0.9,0.041,-3.3,0.7,-2.6,-0.2,3250000.0,26.0,5.0,63065000,76829000,SF,2013-14 CLE,47050404.0,26250000.0,20800404.0,4938253187.0,1063384.0,0.016861714104495364,0.0138409194444806,14746000,Alonzo Gee,2015,,,,,,,,,,,,,,
2015 Anthony Morrow,58,2014-15 Anthony Morrow,76.0,9.0,18.8,3.1,6.8,0.458,1.2,2.6,0.451,1.2,2.6,0.451,0.542,0.9,1.1,0.828,0.4,1.5,1.8,0.8,0.5,0.2,0.7,1.3,8.4,NOP,0,0,0,0,1426.0,13.9,0.57,0.375,0.16699999999999998,2.3,9.2,5.7,6.7,1.4,0.7,8.4,19.4,2.1,0.3,2.4,0.081,0.8,-3.1,-2.4,-0.1,1027424.0,28.0,6.0,63065000,76829000,SG,2013-14 NOP,62186089.0,11481168.0,50704921.0,4938253187.0,3200000.0,0.05074129866011258,0.041650939098517484,14746000,Anthony Morrow,2015,,,,,,,,,,,,,,
2015 Anthony Tolliver,18,2014-15 Anthony Tolliver,64.0,9.0,20.3,2.0,4.8,0.42,1.6,3.9,0.413,1.6,3.9,0.413,0.586,0.5,0.6,0.805,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,6.1,CHA,1,0,0,0,1298.0,11.0,0.605,0.805,0.134,2.9,11.8,7.3,5.0,0.8,0.9,6.6,12.4,1.9,1.3,3.2,0.117,0.8,-0.5,0.3,0.8,1027424.0,28.0,6.0,63065000,76829000,PF,2013-14 CHA,60819062.0,23626355.0,37192707.0,4938253187.0,3000000.0,0.047569967493855544,0.03904775540486014,14746000,Anthony Tolliver,2015,,,,,,,,,,,,,,
2015 Ben Gordon,102,2014-15 Ben Gordon,19.0,0.0,14.7,1.9,5.7,0.343,0.4,1.5,0.276,0.4,1.5,0.276,0.38,0.9,1.1,0.81,0.2,1.3,1.4,1.1,0.5,0.1,1.1,0.9,5.2,CHA,1,0,0,0,279.0,6.4,0.422,0.269,0.194,1.2,9.8,5.5,12.2,1.9,0.6,15.2,22.9,-0.7,0.3,-0.3,-0.058,-5.9,-1.0,-6.8,-0.3,13200000.0,30.0,10.0,63065000,76829000,SG,2013-14 CHA,60819062.0,23626355.0,37192707.0,4938253187.0,4500000.0,0.07135495124078332,0.058571633107290216,17695200,Ben Gordon,2015,,,,,,,,,,,,,,
2015 Beno Udrih,59,2014-15 Beno Udrih,41.0,12.0,15.7,1.9,4.3,0.438,0.5,1.0,0.452,0.5,1.0,0.452,0.4920000000000001,0.6,0.7,0.833,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.2,4.9,MEM,1,0,0,0,55.0,16.0,0.654,0.111,0.333,0.0,4.3,2.2,18.0,1.0,1.5,19.5,21.5,0.1,0.0,0.1,0.117,-1.3,-3.3,-4.6,0.0,1272279.0,31.0,10.0,63065000,76829000,PG,2013-14 MEM,73789859.0,5825646.0,67964213.0,4938253187.0,2077000.0,0.032934274161579326,0.027034062658631508,17695200,Beno Udrih,2015,,,,,,,,,,,,,,
2015 Bernard James,111,2014-15 Bernard James,30.0,0.0,4.9,0.4,0.8,0.478,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.2,0.4,0.545,0.5,0.9,1.4,0.1,0.1,0.3,0.3,0.8,0.9,DAL,1,0,0,0,146.0,8.5,0.503,0.043,0.478,12.0,21.2,16.6,2.8,1.1,4.5,26.4,11.8,0.0,0.2,0.1,0.04,-4.8,1.1,-3.7,-0.1,788872.0,28.0,2.0,63065000,76829000,C,2013-14 DAL,67486257.0,40879235.0,26607022.0,4938253187.0,236866.0,0.0037559026401331958,0.003083028543909201,14746000,Bernard James,2015,,,,,,,,,,,,,,
2015 Boris Diaw,63,2014-15 Boris Diaw,79.0,24.0,25.0,3.8,7.3,0.521,0.6,1.4,0.402,0.6,1.4,0.402,0.5589999999999999,0.9,1.2,0.7390000000000001,0.9,3.2,4.1,2.8,0.6,0.4,1.5,1.8,9.1,SAS,1,1,1,0,1974.0,14.1,0.578,0.193,0.159,4.4,13.8,9.3,16.3,1.1,1.2,16.3,17.0,2.3,2.6,4.9,0.12,0.2,1.4,1.6,1.8,4702500.0,31.0,11.0,63065000,76829000,PF,2013-14 SAS,63666028.0,9781450.0,53884578.0,4938253187.0,7500000.0,0.11892491873463887,0.09761938851215037,20644400,Boris Diaw,2015,,,,,,,,,,,,,,
2015 Brandon Rush,68,2014-15 Brandon Rush,38.0,0.0,11.0,0.8,2.4,0.333,0.4,1.2,0.34,0.4,1.2,0.34,0.422,0.1,0.1,0.6,0.1,1.0,1.2,0.6,0.1,0.2,0.5,0.8,2.1,UTA,0,0,0,1,418.0,4.1,0.428,0.522,0.056,1.3,11.1,6.1,8.5,0.6,1.7,17.8,12.3,-0.5,0.0,-0.4,-0.05,-5.0,-1.3,-6.3,-0.4,4000000.0,28.0,6.0,63065000,76829000,SG,2013-14 UTA,54491476.0,33592000.0,20899476.0,4938253187.0,1145685.0,0.018166732736065963,0.014912142550339064,14746000,Brandon Rush,2015,0,Warriors,Brandon Rush,None,0.0,2015.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
2015 Brian Roberts,60,2014-15 Brian Roberts,72.0,42.0,23.2,3.4,8.1,0.42,0.9,2.5,0.36,0.9,2.5,0.36,0.475,1.7,1.8,0.94,0.2,1.7,1.9,3.3,0.6,0.1,1.3,1.8,9.4,NOP,0,0,0,0,1667.0,13.4,0.529,0.306,0.229,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20.0,2.0,0.2,2.2,0.063,0.3,-3.2,-2.9,-0.4,788872.0,28.0,2.0,63065000,76829000,PG,2013-14 NOP,62186089.0,11481168.0,50704921.0,4938253187.0,2732000.0,0.04332038373107112,0.0355594892553593,14746000,Brian Roberts,2015,,,,,,,,,,,,,,
2015 C.J. Miles,1,2014-15 C.J. Miles,51.0,34.0,19.3,3.5,8.0,0.435,1.6,4.1,0.393,1.6,4.1,0.393,0.537,1.3,1.5,0.853,0.4,1.7,2.0,1.0,0.9,0.3,0.9,2.0,9.9,CLE,0,0,1,0,984.0,16.0,0.569,0.516,0.183,2.0,9.9,5.9,9.1,2.4,1.3,9.1,22.0,1.5,0.9,2.5,0.122,2.0,-1.2,0.7,0.7,2225000.0,26.0,9.0,63065000,76829000,SF,2013-14 CLE,47050404.0,26250000.0,20800404.0,4938253187.0,4205000.0,0.06667723777055419,0.054731937159145636,17695200,C.J. Miles,2015,,,,,,,,,,,,,,
2015 Carlos Boozer,108,2014-15 Carlos Boozer,76.0,76.0,28.2,5.9,12.9,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.456,1.9,2.5,0.767,1.8,6.5,8.3,1.6,0.7,0.3,2.0,2.8,13.7,CHI,1,0,0,0,2141.0,14.4,0.489,0.002,0.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,-0.9,4.3,3.4,0.076,-4.0,0.6,-3.4,-0.7,15300000.0,32.0,12.0,63065000,76829000,PF,2013-14 CHI,85095835.0,24465347.0,60630488.0,4938253187.0,3250000.0,0.05153413145167684,0.042301735021931824,20644400,Carlos Boozer,2015,,,,,,,,,,,,,,
2015 Carmelo Anthony,33,2014-15 Carmelo Anthony,77.0,77.0,38.7,9.6,21.3,0.452,2.2,5.4,0.402,2.2,5.4,0.402,0.503,6.0,7.0,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,NYK,0,0,0,0,2982.0,24.4,0.561,0.253,0.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,4.6,-1.0,3.6,4.2,22407474.0,29.0,11.0,63065000,76829000,PF,2013-14 NYK,88890427.0,26657474.0,62232953.0,4938253187.0,22458000.0,0.3561087766590026,0.292311496960783,20644400,Carmelo Anthony,2015,0,Knicks,Carmelo Anthony,None,0.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015 Caron Butler,88,2014-15 Caron Butler,56.0,13.0,25.3,3.8,9.6,0.394,1.8,4.4,0.394,1.8,4.4,0.394,0.485,1.1,1.3,0.84,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1,10.5,OKC,1,1,0,0,598.0,11.9,0.5479999999999999,0.5479999999999999,0.102,1.0,11.9,6.7,6.4,2.0,0.8,4.0,15.0,0.9,0.7,1.6,0.127,0.6,-0.4,0.2,0.3,8000000.0,33.0,12.0,63065000,76829000,SF,2013-14 OKC,71181364.0,12847907.0,58333457.0,4938253187.0,4500000.0,0.07135495124078332,0.058571633107290216,20644400,Caron Butler,2015,0,Mavericks,Caron Butler,None,0.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015 Cartier Martin,94,2014-15 Cartier Martin,59.0,6.0,14.7,1.9,4.5,0.42,1.0,2.6,0.391,1.0,2.6,0.391,0.532,0.8,1.1,0.738,0.2,1.6,1.9,0.6,0.5,0.1,0.6,1.2,5.6,CHI,1,0,0,0,48.0,13.3,0.768,0.625,0.5,2.4,9.3,5.9,6.8,1.1,0.0,9.3,10.3,0.1,0.1,0.2,0.174,0.7,-1.1,-0.4,0.0,,29.0,6.0,63065000,76829000,SF,2013-14 CHI,85095835.0,24465347.0,60630488.0,4938253187.0,1145685.0,0.018166732736065963,0.014912142550339064,14746000,Cartier Martin,2015,,,,,,,,,,,,,,
